AÑO;MES;PRODUCTO;CATEGORIA;CCAA;PROVINCIA;ENTRADAS;VISITAS_PAGINAS;GASTO_TOTAL;PRECIO_MEDIO_ENTRADA;TRANSACCIONES
2023;11;Espectaculos;Cultura, teatro y danza;Cataluña;Tarragona;54;168;822,96;15,24;22
2023;11;Espectaculos;Música;Cataluña;Tarragona;27;84;528,12;19,56;15
2023;11;Espectaculos;Música;Cataluña;Tarragona;72;224;579,6;8,05;28
2023;11;Espectaculos;Música;Cataluña;Tarragona;4;12;84;21;2
2023;11;Espectaculos;Música;Cataluña;Tarragona;56;174;1320,48;23,58;28
2023;11;Actividades;Cursos;Cataluña;Tarragona;2;6;202;101;1
2023;11;Espectaculos;Música;Cataluña;Tarragona;268;833;19622,96;73,22;152
2023;11;Espectaculos;Música;Cataluña;Tarragona;904;2809;14916;16,5;757
2023;11;Espectaculos;Música;Cataluña;Tarragona;43;134;989;23;18
2023;11;Espectaculos;Música;Cataluña;Tarragona;40;124;980;24,5;27
2023;11;Espectaculos;Música;Cataluña;Tarragona;71;221;552,38;7,78;26
2023;11;Espectaculos;Música;Cataluña;Tarragona;420;1395;5187;12,35;240
2023;11;Actividades;Deportes y aventuras;Cataluña;Tarragona;13;40;592,02;45,54;11
2023;11;Actividades;Actividades infantiles;Cataluña;Tarragona;29;90;780,97;26,93;19
2023;11;Espectaculos;Cultura, teatro y danza;Cataluña;Tarragona;172;1984;1037,16;6,03;88
2023;11;Espectaculos;Música;Cataluña;Tarragona;178;553;1990,04;11,18;89
2023;11;Espectaculos;Música;Cataluña;Tarragona;176;547;1974,72;11,22;78
2023;11;Espectaculos;Música;Cataluña;Tarragona;69;214;715,53;10,37;26
2023;11;Espectaculos;Cine;Aragón;Teruel;7;22;31,5;4,5;4
2023;11;Espectaculos;Música;Aragón;Teruel;549;1706;14235,57;25,93;373
2023;11;Actividades;Cursos;Castilla - La Mancha;Toledo;1;3;13;13;1
2023;11;Espectaculos;Cultura, teatro y danza;Castilla - La Mancha;Toledo;2;6;258;129;1
2023;11;Espectaculos;Música;Castilla - La Mancha;Toledo;36;112;2264,04;62,89;32
2023;11;Espectaculos;Música;Castilla - La Mancha;Toledo;294;913;3172,26;10,79;132
2023;11;Espectaculos;Cultura, teatro y danza;Castilla - La Mancha;Toledo;123;382;648,21;5,27;47
2023;11;Espectaculos;Música;Castilla - La Mancha;Toledo;124;385;1258,6;10,15;55
2023;11;Actividades;Actividades infantiles;Castilla - La Mancha;Toledo;59;183;392,94;6,66;13
2023;11;Espectaculos;Cultura, teatro y danza;Castilla - La Mancha;Toledo;59;183;392,94;6,66;13
2023;11;Espectaculos;Museo y exposiciones;Castilla - La Mancha;Toledo;59;183;392,94;6,66;13
2023;11;Actividades;Actividades infantiles;Comunitat Valenciana;Valencia/València;17;53;151,64;8,92;6
2023;11;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Valencia/València;26;81;182,26;7,01;11
2023;11;Actividades;Gastronomía;Comunitat Valenciana;Valencia/València;17;53;151,64;8,92;6
2023;11;Espectaculos;Música;Comunitat Valenciana;Valencia/València;108;597;3197,88;29,61;51
2023;11;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Valencia/València;668;2076;4843;7,25;190
2023;11;Espectaculos;Música;Comunitat Valenciana;Valencia/València;31;96;418,5;13,5;20
2023;11;Espectaculos;Música;Comunitat Valenciana;Valencia/València;68;211;1599,36;23,52;36
2023;11;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Valencia/València;26;81;336,7;12,95;8
2023;11;Espectaculos;Museo y exposiciones;Comunitat Valenciana;Valencia/València;26;81;336,7;12,95;8
2023;11;Actividades;Deportes y aventuras;Comunitat Valenciana;Valencia/València;51;158;605,37;11,87;42
2023;11;Actividades;Actividades infantiles;Comunitat Valenciana;Valencia/València;51;158;605,37;11,87;42
2023;11;Espectaculos;Música;Comunitat Valenciana;Valencia/València;656;1895;4795,36;7,31;348
2023;11;Actividades;Gastronomía;Comunitat Valenciana;Valencia/València;246;758;1977,84;8,04;87
2023;11;Espectaculos;Música;Comunitat Valenciana;Valencia/València;477;1482;3186,36;6,68;303
2023;11;Espectaculos;Música;Comunitat Valenciana;Valencia/València;42;130;924;22;25
2023;11;Actividades;Cursos;Comunitat Valenciana;Valencia/València;3;9;291;97;2
2023;11;Espectaculos;Musicales;Comunitat Valenciana;Valencia/València;791;2458;8590,26;10,86;256
2023;11;Espectaculos;Música;Comunitat Valenciana;Valencia/València;2067;6062;27346,41;13,23;1144
2023;11;Actividades;Actividades infantiles;Comunitat Valenciana;Valencia/València;3779;11742;67681,89;17,91;1104
2023;11;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Valencia/València;4859;15097;51942,71;10,69;1558
2023;11;Actividades;Gastronomía;Comunitat Valenciana;Valencia/València;16;50;478,24;29,89;7
2023;11;Actividades;Actividades infantiles;Castilla y León;Valladolid;70;217;181,3;2,59;20
2023;11;Espectaculos;Cultura, teatro y danza;Castilla y León;Valladolid;70;217;181,3;2,59;20
2023;11;Espectaculos;Cultura, teatro y danza;Castilla y León;Valladolid;35;109;175;5;10
2023;11;Actividades;Cursos;Castilla y León;Valladolid;44;137;1369,28;31,12;31
2023;11;Espectaculos;Cultura, teatro y danza;Castilla y León;Valladolid;34;183;306;9;21
2023;11;Espectaculos;Cultura, teatro y danza;Castilla y León;Valladolid;93;289;403,62;4,34;35
2023;11;Espectaculos;Cultura, teatro y danza;Castilla y León;Valladolid;51;158;1253,07;24,57;32
2023;11;Espectaculos;Musicales;Castilla y León;Valladolid;99;308;1465,2;14,8;35
2023;11;Espectaculos;Música;Castilla y León;Valladolid;1173;3644;16175,67;13,79;576
2023;11;Actividades;Actividades infantiles;Castilla y León;Valladolid;123;382;1407,12;11,44;43
2023;11;Espectaculos;Cultura, teatro y danza;Castilla y León;Valladolid;543;1687;5001,03;9,21;233
2023;11;Espectaculos;Música;País Vasco;Bizkaia;79;245;1352,48;17,12;53
2023;11;Espectaculos;Música;País Vasco;Bizkaia;159;494;801,36;5,04;101
2023;11;Actividades;Cursos;País Vasco;Bizkaia;6;19;129;21,5;5
2023;11;Espectaculos;Música;País Vasco;Bizkaia;2417;6885;38962,04;16,12;1337
2023;11;Actividades;Deportes y aventuras;País Vasco;Bizkaia;1032;3207;22126,08;21,44;594
2023;11;Actividades;Actividades infantiles;País Vasco;Bizkaia;87;270;2008,83;23,09;49
2023;11;Actividades;Actividades infantiles;País Vasco;Bizkaia;411;1277;3103,05;7,55;119
2023;11;Espectaculos;Cultura, teatro y danza;País Vasco;Bizkaia;411;1277;3103,05;7,55;119
2023;11;Espectaculos;Museo y exposiciones;País Vasco;Bizkaia;261;811;2281,14;8,74;67
2023;11;Actividades;Cursos;País Vasco;Bizkaia;20;62;1098;54,9;17
2023;11;Espectaculos;Música;País Vasco;Bizkaia;35;109;700;20;25
2023;11;Espectaculos;Cultura, teatro y danza;País Vasco;Bizkaia;12;37;141;11,75;6
2023;11;Espectaculos;Música;País Vasco;Bizkaia;625;1942;6681,25;10,69;298
2023;11;Espectaculos;Música;País Vasco;Bizkaia;170;528;2675,8;15,74;116
2023;11;Espectaculos;Música;Castilla y León;Zamora;376;1168;4560,88;12,13;170
2023;11;Espectaculos;Musicales;Aragón;Zaragoza;144;447;504;3,5;37
2023;11;Espectaculos;Música;Aragón;Zaragoza;89;277;890;10;29
2023;11;Espectaculos;Cultura, teatro y danza;Aragón;Zaragoza;305;948;2363,75;7,75;94
2023;11;Espectaculos;Música;Aragón;Zaragoza;35;109;279,65;7,99;25
2023;11;Espectaculos;Conferencias;Aragón;Zaragoza;161;484;8050;50;108
2023;11;Espectaculos;Cine;Aragón;Zaragoza;204;634;1122;5,5;81
2023;11;Espectaculos;Musicales;Aragón;Zaragoza;399;1240;2206,47;5,53;115
2023;11;Espectaculos;Ferias;Aragón;Zaragoza;127;389;6350;50;86
2023;11;Espectaculos;Música;Aragón;Zaragoza;4658;13303;62417,2;13,4;2617
2023;11;Actividades;Deportes y aventuras;Aragón;Zaragoza;40;161;2616,8;65,42;36
2023;11;Actividades;Actividades infantiles;Aragón;Zaragoza;1150;5525;6497,5;5,65;379
2023;11;Espectaculos;Cultura, teatro y danza;Aragón;Zaragoza;1425;4249;8806,5;6,18;538
2023;11;Espectaculos;Museo y exposiciones;Aragón;Zaragoza;109;339;397,85;3,65;38
2023;11;Actividades;Gastronomía;Aragón;Zaragoza;125;388;1443,75;11,55;43
2023;11;Espectaculos;Música;Ceuta;Ceuta;133;413;1335,32;10,04;65
2023;11;Espectaculos;Conferencias;Total Nacional;Total Nacional;1022;5966;34349,42;33,61;597
2023;11;Actividades;Cursos;Total Nacional;Total Nacional;1118;3807;50616,332;45,274;902
2023;11;Espectaculos;Cine;Total Nacional;Total Nacional;1754;7477;10518,738;5,997;696
2023;11;Espectaculos;Musicales;Total Nacional;Total Nacional;9194;28567;114552,643;12,4595;2662
2023;11;Espectaculos;Ferias;Total Nacional;Total Nacional;738;3764;29199,708;39,566;413
2023;11;Espectaculos;Música;Total Nacional;Total Nacional;140418;438416;2217382,763;15,7913;81109
2023;11;Actividades;Deportes y aventuras;Total Nacional;Total Nacional;3901;14355;93373,1657;23,9357;2196
2023;11;Actividades;Actividades infantiles;Total Nacional;Total Nacional;20734;73957;253761,3526;12,2389;7345
2023;11;Espectaculos;Cultura, teatro y danza;Total Nacional;Total Nacional;48359;154876;580767,4105;12,0095;17765
2023;11;Espectaculos;Museo y exposiciones;Total Nacional;Total Nacional;1356;4430;11650,3452;8,5917;369
2023;11;Actividades;Gastronomía;Total Nacional;Total Nacional;2035;6319;39449,0855;19,3853;965
2023;12;Espectaculos;Cultura, teatro y danza;País Vasco;Araba/Álava;10;28;69,8;6,98;2
2023;12;Actividades;Actividades infantiles;País Vasco;Araba/Álava;2;6;9,82;4,91;1
2023;12;Espectaculos;Cultura, teatro y danza;País Vasco;Araba/Álava;2;6;9,82;4,91;1
2023;12;Espectaculos;Música;País Vasco;Araba/Álava;115;419;1768,7;15,38;64
2023;12;Actividades;Actividades infantiles;País Vasco;Araba/Álava;6015;16799;33924,6;5,64;1821
2023;12;Espectaculos;Cultura, teatro y danza;País Vasco;Araba/Álava;992;2592;6973,76;7,03;508
2023;12;Espectaculos;Música;País Vasco;Araba/Álava;38;106;190,76;5,02;20
2023;12;Actividades;Cursos;Castilla - La Mancha;Albacete;4;11;80;20;2
2023;12;Espectaculos;Musicales;Castilla - La Mancha;Albacete;3022;8440;36777,74;12,17;867
2023;12;Espectaculos;Música;Castilla - La Mancha;Albacete;403;1046;5460,65;13,55;206
2023;12;Actividades;Actividades infantiles;Castilla - La Mancha;Albacete;9;25;92,97;10,33;3
2023;12;Espectaculos;Cultura, teatro y danza;Castilla - La Mancha;Albacete;3065;8560;28719,05;9,37;883
2023;12;Espectaculos;Cine;Castilla - La Mancha;Albacete;18;50;51,48;2,86;5
2023;12;Espectaculos;Musicales;Comunitat Valenciana;Alicante/Alacant;126;352;893,34;7,09;56
2023;12;Actividades;Actividades infantiles;Comunitat Valenciana;Alicante/Alacant;126;352;893,34;7,09;56
2023;12;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Alicante/Alacant;141;394;817,8;5,8;64
2023;12;Actividades;Cursos;Comunitat Valenciana;Alicante/Alacant;1;3;290;290;1
2023;12;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;2016;5630;44513,28;22,08;1285
2023;12;Actividades;Deportes y aventuras;Comunitat Valenciana;Alicante/Alacant;65;182;1682,2;25,88;36
2023;12;Actividades;Actividades infantiles;Comunitat Valenciana;Alicante/Alacant;195;545;1010,1;5,18;101
2023;12;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Alicante/Alacant;56;156;898,24;16,04;31
2023;12;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;7;20;91;13;3
2023;12;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;228;637;2346,12;10,29;156
2023;12;Actividades;Actividades infantiles;Comunitat Valenciana;Alicante/Alacant;19;53;79,04;4,16;5
2023;12;Espectaculos;Conferencias;Comunitat Valenciana;Alicante/Alacant;1;3;8;8;1
2023;12;Espectaculos;Cine;Comunitat Valenciana;Alicante/Alacant;3;8;15;5;2
2023;12;Espectaculos;Ferias;Comunitat Valenciana;Alicante/Alacant;1;3;8;8;1
2023;12;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;187;494;2322,54;12,42;84
2023;12;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Alicante/Alacant;71;168;545,28;7,68;35
2023;12;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;4;11;66;16,5;2
2023;12;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;28;78;299,88;10,71;10
2023;12;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;2888;8066;42511,36;14,72;1704
2023;12;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Alicante/Alacant;15;42;117;7,8;10
2023;12;Espectaculos;Cine;Comunitat Valenciana;Alicante/Alacant;5;14;57,5;11,5;2
2023;12;Actividades;Actividades infantiles;Comunitat Valenciana;Alicante/Alacant;5;14;57,5;11,5;2
2023;12;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;228;637;5050,2;22,15;143
2023;12;Espectaculos;Musicales;Comunitat Valenciana;Alicante/Alacant;261;729;4306,5;16,5;79
2023;12;Actividades;Actividades infantiles;Comunitat Valenciana;Alicante/Alacant;261;729;4306,5;16,5;79
2023;12;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Alicante/Alacant;261;729;4306,5;16,5;79
2023;12;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;266;743;6168,54;23,19;124
2023;12;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Alicante/Alacant;39;109;2340;60;14
2023;12;Espectaculos;Cine;Comunitat Valenciana;Alicante/Alacant;58;162;667;11,5;18
2023;12;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;107;299;1074,28;10,04;47
2023;12;Actividades;Actividades infantiles;Comunitat Valenciana;Alicante/Alacant;58;162;667;11,5;18
2023;12;Espectaculos;Cine;Comunitat Valenciana;Alicante/Alacant;178;497;2048,78;11,51;62
2023;12;Actividades;Actividades infantiles;Comunitat Valenciana;Alicante/Alacant;178;497;2048,78;11,51;62
2023;12;Espectaculos;Música;Andalucía;Almería;4585;12375;92662,85;20,21;3920
2023;12;Espectaculos;Cultura, teatro y danza;Andalucía;Almería;229;640;4428,86;19,34;105
2023;12;Espectaculos;Música;Andalucía;Almería;30;84;1540,8;51,36;21
2023;12;Actividades;Actividades infantiles;Andalucía;Almería;13;36;169;13;3
2023;12;Espectaculos;Cultura, teatro y danza;Andalucía;Almería;13;36;169;13;3
2023;12;Espectaculos;Cultura, teatro y danza;Andalucía;Almería;49;137;903,56;18,44;22
2023;12;Espectaculos;Cultura, teatro y danza;Andalucía;Almería;9;25;121,23;13,47;3
2023;12;Espectaculos;Música;Andalucía;Almería;158;441;4518,8;28,6;69
2023;12;Espectaculos;Música;Castilla y León;Ávila;23;64;290,03;12,61;8
2023;12;Espectaculos;Música;Castilla y León;Ávila;4;11;60;15;3
2023;12;Espectaculos;Música;Extremadura;Badajoz;102;285;1381,08;13,54;57
2023;12;Espectaculos;Música;Extremadura;Badajoz;58;162;1147,24;19,78;27
2023;12;Espectaculos;Música;Extremadura;Badajoz;99;276;297;3;36
2023;12;Espectaculos;Cultura, teatro y danza;Extremadura;Badajoz;220;614;585,2;2,66;71
2023;12;Espectaculos;Musicales;Extremadura;Badajoz;136;380;2588,08;19,03;49
2023;12;Espectaculos;Música;Extremadura;Badajoz;351;980;3527,55;10,05;196
2023;12;Actividades;Actividades infantiles;Extremadura;Badajoz;10;28;164,5;16,45;4
2023;12;Espectaculos;Cultura, teatro y danza;Extremadura;Badajoz;136;380;2588,08;19,03;49
2023;12;Actividades;Deportes y aventuras;Extremadura;Badajoz;21;59;220,5;10,5;20
2023;12;Espectaculos;Musicales;Extremadura;Badajoz;25;70;375;15;10
2023;12;Actividades;Actividades infantiles;Extremadura;Badajoz;25;70;375;15;10
2023;12;Espectaculos;Cultura, teatro y danza;Extremadura;Badajoz;25;70;375;15;10
2023;12;Espectaculos;Musicales;Extremadura;Badajoz;175;489;1925;11;49
2023;12;Espectaculos;Música;Extremadura;Badajoz;210;586;2595,6;12,36;100
2023;12;Actividades;Actividades infantiles;Extremadura;Badajoz;175;489;1925;11;49
2023;12;Espectaculos;Cultura, teatro y danza;Extremadura;Badajoz;175;489;1925;11;49
2023;12;Espectaculos;Música;Extremadura;Badajoz;29;81;326,83;11,27;12
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;74;207;1416,36;19,14;31
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;320;894;5468,8;17,09;215
2023;12;Actividades;Deportes y aventuras;Illes Balears;Illes Balears;3;8;195;65;3
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;24;67;224,64;9,36;9
2023;12;Actividades;Actividades infantiles;Illes Balears;Illes Balears;4;11;25,92;6,48;2
2023;12;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;4;11;25,92;6,48;2
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;955;2667;12988;13,6;352
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;596;1665;5739,48;9,63;288
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;29;81;495,61;17,09;18
2023;12;Actividades;Actividades infantiles;Illes Balears;Illes Balears;91;254;283,01;3,11;35
2023;12;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;207;578;859,05;4,15;100
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;52;433;439,4;8,45;21
2023;12;Espectaculos;Musicales;Illes Balears;Illes Balears;402;1123;3746,64;9,32;140
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;1;3;8,29;8,29;1
2023;12;Actividades;Actividades infantiles;Illes Balears;Illes Balears;402;1123;3746,64;9,32;140
2023;12;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;402;1123;3746,64;9,32;140
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;75;209;1418,25;18,91;37
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;28;78;140;5;9
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;62;173;642,32;10,36;33
2023;12;Espectaculos;Cine;Illes Balears;Illes Balears;6;17;28,62;4,77;4
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;1235;3449;11386,7;9,22;621
2023;12;Actividades;Actividades infantiles;Illes Balears;Illes Balears;37;103;244,2;6,6;12
2023;12;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;94;263;891,12;9,48;36
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;46;128;232,3;5,05;26
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;100;279;2073;20,73;38
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;935;2611;13894,1;14,86;623
2023;12;Actividades;Actividades infantiles;Illes Balears;Illes Balears;5;14;62;12,4;2
2023;12;Espectaculos;Conferencias;Illes Balears;Illes Balears;2;6;112,04;56,02;2
2023;12;Actividades;Cursos;Illes Balears;Illes Balears;34;144;1383,46;40,69;20
2023;12;Espectaculos;Musicales;Illes Balears;Illes Balears;526;1469;9362,8;17,8;220
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;15454;52041;410535,51;26,565;9980
2023;12;Actividades;Deportes y aventuras;Illes Balears;Illes Balears;79;221;876,11;11,09;37
2023;12;Actividades;Actividades infantiles;Illes Balears;Illes Balears;568;1586;15983,52;28,14;232
2023;12;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;1860;5206;23491,8;12,63;783
2023;12;Actividades;Gastronomía;Illes Balears;Illes Balears;76;212;1700,12;22,37;39
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;211;1009;2804,19;13,29;75
2023;12;Actividades;Actividades infantiles;Illes Balears;Illes Balears;29;81;102,08;3,52;7
2023;12;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;453;1265;3968,28;8,76;199
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;496;1385;5996,64;12,09;214
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;263;734;5620,31;21,37;154
2023;12;Actividades;Cursos;Illes Balears;Illes Balears;47;216;194,58;4,14;33
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;227;635;3899,86;17,18;109
2023;12;Actividades;Actividades infantiles;Illes Balears;Illes Balears;213;848;811,53;3,81;69
2023;12;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;201;817;627,12;3,12;63
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;160;2746;2073,6;12,96;63
2023;12;Actividades;Actividades infantiles;Illes Balears;Illes Balears;201;3001;2432,1;12,1;71
2023;12;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;169;1817;1188,07;7,03;63
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;290;810;4312,3;14,87;161
2023;12;Actividades;Actividades infantiles;Illes Balears;Illes Balears;43;120;653,17;15,19;13
2023;12;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;80;223;560;7;41
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;273;762;3027,57;11,09;149
2023;12;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;9;25;180;20;4
2023;12;Espectaculos;Cine;Illes Balears;Illes Balears;8;22;22,56;2,82;3
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;47;469;243,46;5,18;24
2023;12;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;17;48;140,93;8,29;11
2023;12;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;240;670;1252,8;5,22;90
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;8;23;124,32;15,54;4
2023;12;Espectaculos;Música;Illes Balears;Illes Balears;487;1360;5425,18;11,14;248
2023;12;Espectaculos;Música;Cataluña;Barcelona;34;95;396,78;11,67;15
2023;12;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;15;42;180;12;5
2023;12;Espectaculos;Música;Cataluña;Barcelona;407;1137;5567,76;13,68;269
2023;12;Actividades;Cursos;Cataluña;Barcelona;22;146;1022,12;46,46;20
2023;12;Espectaculos;Cine;Cataluña;Barcelona;151;422;1088,71;7,21;91
2023;12;Espectaculos;Musicales;Cataluña;Barcelona;1104;3083;16880,16;15,29;447
2023;12;Espectaculos;Música;Cataluña;Barcelona;18185;46024;273138,7;15,02;10466
2023;12;Actividades;Deportes y aventuras;Cataluña;Barcelona;65;182;3230,5;49,7;40
2023;12;Actividades;Actividades infantiles;Cataluña;Barcelona;2893;8080;44812,57;15,49;994
2023;12;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;6040;16318;97606,4;16,16;2712
2023;12;Espectaculos;Museo y exposiciones;Cataluña;Barcelona;101;282;1309,97;12,97;40
2023;12;Actividades;Gastronomía;Cataluña;Barcelona;272;760;4920,48;18,09;191
2023;12;Espectaculos;Música;Cataluña;Barcelona;2;6;6;3;1
2023;12;Actividades;Actividades infantiles;Cataluña;Barcelona;23;64;85,56;3,72;19
2023;12;Espectaculos;Musicales;Cataluña;Barcelona;177;494;881,46;4,98;70
2023;12;Actividades;Actividades infantiles;Cataluña;Barcelona;177;494;881,46;4,98;70
2023;12;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;177;494;881,46;4,98;70
2023;12;Espectaculos;Música;Cataluña;Barcelona;4;11;74,24;18,56;2
2023;12;Actividades;Actividades infantiles;Cataluña;Barcelona;114;318;497,04;4,36;37
2023;12;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;114;318;497,04;4,36;37
2023;12;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;4;11;117,88;29,47;3
2023;12;Espectaculos;Música;Cataluña;Barcelona;490;1368;4238,5;8,65;209
2023;12;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;21;59;127,89;6,09;10
2023;12;Espectaculos;Música;Cataluña;Barcelona;878;2457;12625,64;14,38;493
2023;12;Actividades;Deportes y aventuras;Cataluña;Barcelona;92;257;1843,68;20,04;51
2023;12;Actividades;Actividades infantiles;Cataluña;Barcelona;4;11;77,68;19,42;1
2023;12;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;28;78;531,16;18,97;8
2023;12;Actividades;Gastronomía;Cataluña;Barcelona;43;120;266,6;6,2;30
2023;12;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;207;578;4121,37;19,91;94
2023;12;Espectaculos;Música;Cataluña;Barcelona;24;67;504;21;11
2023;12;Espectaculos;Música;Cataluña;Barcelona;370;1033;5483,4;14,82;149
2023;12;Espectaculos;Música;Cataluña;Barcelona;31;87;344,72;11,12;18
2023;12;Actividades;Actividades infantiles;Cataluña;Barcelona;7;20;154;22;7
2023;12;Actividades;Actividades infantiles;Cataluña;Barcelona;598;1670;4712,24;7,88;164
2023;12;Espectaculos;Música;Cataluña;Barcelona;187;522;2094,4;11,2;85
2023;12;Actividades;Actividades infantiles;Cataluña;Barcelona;444;1240;4124,76;9,29;248
2023;12;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;68;190;828,24;12,18;29
2023;12;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;9;25;84,96;9,44;6
2023;12;Espectaculos;Música;Cataluña;Barcelona;703;1963;10559,06;15,02;377
2023;12;Espectaculos;Música;Cataluña;Barcelona;317;885;3436,28;10,84;152
2023;12;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;2;6;24;12;1
2023;12;Espectaculos;Música;Cataluña;Barcelona;59;165;875,56;14,84;45
2023;12;Espectaculos;Música;Cataluña;Barcelona;91;254;994,63;10,93;46
2023;12;Actividades;Actividades infantiles;Cataluña;Barcelona;469;1310;3479,98;7,42;128
2023;12;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;483;1268;4689,93;9,71;139
2023;12;Espectaculos;Música;Cataluña;Barcelona;28;78;506,24;18,08;16
2023;12;Espectaculos;Música;Cataluña;Barcelona;26;73;126,88;4,88;12
2023;12;Espectaculos;Música;Cataluña;Barcelona;5;14;75;15;5
2023;12;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;113;316;1062,2;9,4;42
2023;12;Espectaculos;Música;Cataluña;Barcelona;303;846;2478,54;8,18;80
2023;12;Actividades;Actividades infantiles;Cataluña;Barcelona;303;846;2478,54;8,18;80
2023;12;Espectaculos;Música;Cataluña;Barcelona;889;2483;13317,22;14,98;656
2023;12;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;37;103;162,06;4,38;13
2023;12;Espectaculos;Museo y exposiciones;Cataluña;Barcelona;35;98;175,35;5,01;12
2023;12;Espectaculos;Música;Cataluña;Barcelona;11;31;110;10;5
2023;12;Espectaculos;Música;Cataluña;Barcelona;109;304;1094,36;10,04;50
2023;12;Espectaculos;Musicales;Cataluña;Barcelona;338;944;3413,8;10,1;156
2023;12;Actividades;Actividades infantiles;Cataluña;Barcelona;218;609;2374,02;10,89;92
2023;12;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;495;1382;5053,95;10,21;237
2023;12;Espectaculos;Música;Cataluña;Barcelona;303;846;4057,17;13,39;139
2023;12;Actividades;Actividades infantiles;Cataluña;Barcelona;56;156;280;5;20
2023;12;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;149;416;1461,69;9,81;46
2023;12;Actividades;Gastronomía;Cataluña;Barcelona;72;201;1022,4;14,2;37
2023;12;Espectaculos;Música;Cataluña;Barcelona;7;20;84;12;3
