AÑO;MES;PRODUCTO;CATEGORIA;CCAA;PROVINCIA;ENTRADAS;VISITAS_PAGINAS;GASTO_TOTAL;PRECIO_MEDIO_ENTRADA;TRANSACCIONES
2023;8;Espectaculos;Cultura, teatro y danza;País Vasco;Araba/Álava;2;8;6,3;3,15;1
2023;8;Espectaculos;Música;País Vasco;Araba/Álava;204;3669;854,76;4,19;114
2023;8;Actividades;Actividades infantiles;País Vasco;Araba/Álava;61;243;267,79;4,39;16
2023;8;Espectaculos;Cultura, teatro y danza;País Vasco;Araba/Álava;295;1174;1516,3;5,14;105
2023;8;Espectaculos;Museo y exposiciones;País Vasco;Araba/Álava;47;187;199,75;4,25;13
2023;8;Espectaculos;Música;Castilla - La Mancha;Albacete;18;72;234;13;9
2023;8;Espectaculos;Cultura, teatro y danza;Castilla - La Mancha;Albacete;118;470;926,3;7,85;57
2023;8;Espectaculos;Cine;Castilla - La Mancha;Albacete;21;84;68,46;3,26;8
2023;8;Espectaculos;Música;Castilla - La Mancha;Albacete;311;1238;3110;10;308
2023;8;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;933;3531;14704,08;15,76;494
2023;8;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Alicante/Alacant;134;533;3355,36;25,04;52
2023;8;Actividades;Gastronomía;Comunitat Valenciana;Alicante/Alacant;10;40;150;15;4
2023;8;Actividades;Actividades infantiles;Comunitat Valenciana;Alicante/Alacant;6;24;147,36;24,56;5
2023;8;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;25;99;375;15;11
2023;8;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;12;48;186;15,5;3
2023;8;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;2;8;32,48;16,24;1
2023;8;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;271;1079;5235,72;19,32;114
2023;8;Espectaculos;Cultura, teatro y danza;Comunitat Valenciana;Alicante/Alacant;41;155;291,92;7,12;19
2023;8;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;164;653;2835,56;17,29;69
2023;8;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;42;167;714,84;17,02;27
2023;8;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;228;907;1388,52;6,09;90
2023;8;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;247;983;6804,85;27,55;110
2023;8;Espectaculos;Música;Comunitat Valenciana;Alicante/Alacant;100;398;1519;15,19;50
2023;8;Espectaculos;Música;Andalucía;Almería;630;2507;10791,9;17,13;332
2023;8;Espectaculos;Música;Andalucía;Almería;14;56;231;16,5;6
2023;8;Espectaculos;Música;Andalucía;Almería;5;20;149,8;29,96;3
2023;8;Espectaculos;Música;Andalucía;Almería;5517;21956;278277,48;50,44;4080
2023;8;Actividades;Deportes y aventuras;Andalucía;Almería;7;28;361,9;51,7;3
2023;8;Espectaculos;Cultura, teatro y danza;Andalucía;Almería;1023;3834;19181,25;18,75;397
2023;8;Espectaculos;Cultura, teatro y danza;Andalucía;Almería;960;3821;23011,2;23,97;292
2023;8;Espectaculos;Cultura, teatro y danza;Castilla y León;Ávila;38;151;482,22;12,69;18
2023;8;Espectaculos;Música;Castilla y León;Ávila;35;139;350;10;29
2023;8;Actividades;Actividades infantiles;Extremadura;Badajoz;21;84;336;16;19
2023;8;Espectaculos;Cultura, teatro y danza;Extremadura;Badajoz;82;326;1481,74;18,07;60
2023;8;Espectaculos;Música;Extremadura;Badajoz;5;20;84,2;16,84;3
2023;8;Espectaculos;Música;Extremadura;Badajoz;18;72;452,52;25,14;8
2023;8;Actividades;Actividades infantiles;Extremadura;Badajoz;18;72;452,52;25,14;8
2023;8;Espectaculos;Música;Extremadura;Badajoz;50;199;351,5;7,03;25
2023;8;Actividades;Deportes y aventuras;Extremadura;Badajoz;14;337;194,04;13,86;12
2023;8;Espectaculos;Musicales;Extremadura;Badajoz;4;16;70,4;17,6;1
2023;8;Espectaculos;Música;Extremadura;Badajoz;9;36;198;22;5
2023;8;Actividades;Actividades infantiles;Extremadura;Badajoz;4;16;70,4;17,6;1
2023;8;Espectaculos;Cultura, teatro y danza;Extremadura;Badajoz;4;16;70,4;17,6;1
2023;8;Actividades;Deportes y aventuras;Extremadura;Badajoz;92;391;710,24;7,72;61
2023;8;Espectaculos;Musicales;Extremadura;Badajoz;14;56;224;16;4
2023;8;Actividades;Deportes y aventuras;Extremadura;Badajoz;2;8;38;19;2
2023;8;Actividades;Actividades infantiles;Extremadura;Badajoz;16;64;280;17,5;6
2023;8;Espectaculos;Cultura, teatro y danza;Extremadura;Badajoz;14;56;224;16;4
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;8;32;109,12;13,64;5
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;175;696;3228,75;18,45;98
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;165;657;2121,9;12,86;60
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;43;171;429,57;9,99;16
2023;8;Actividades;Cursos;Illes Balears;Illes Balears;30;119;155,4;5,18;22
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;118;470;1430,16;12,12;52
2023;8;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;113;450;1132,26;10,02;52
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;18;72;151,74;8,43;6
2023;8;Actividades;Cursos;Illes Balears;Illes Balears;16;64;445,6;27,85;15
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;1281;5098;49677,18;38,78;667
2023;8;Actividades;Cursos;Illes Balears;Illes Balears;15;60;735;49;6
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;58;231;929,74;16,03;20
2023;8;Actividades;Gastronomía;Illes Balears;Illes Balears;15;60;735;49;6
2023;8;Actividades;Cursos;Illes Balears;Illes Balears;59;235;3186;54;22
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;175;696;2527;14,44;93
2023;8;Actividades;Gastronomía;Illes Balears;Illes Balears;59;235;3186;54;22
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;4;16;77,4;19,35;3
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;1890;7522;30277,8;16,02;812
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;18;72;186,48;10,36;8
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;775;3084;17050;22;320
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;23;92;4586,43;199,41;16
2023;8;Espectaculos;Musicales;Illes Balears;Illes Balears;71;283;1795,59;25,29;32
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;11;5090;459,91;41,81;5
2023;8;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;71;283;1795,59;25,29;32
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;79;314;579,86;7,34;38
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;239;951;2707,87;11,33;127
2023;8;Actividades;Cursos;Illes Balears;Illes Balears;3;12;150;50;3
2023;8;Espectaculos;Cine;Illes Balears;Illes Balears;1;4;3;3;1
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;46;183;480,7;10,45;18
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;1495;5950;10554,7;7,06;519
2023;8;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;190;756;2650,5;13,95;80
2023;8;Actividades;Cursos;Illes Balears;Illes Balears;101;402;1575,6;15,6;80
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;685;2726;9569,45;13,97;482
2023;8;Espectaculos;Musicales;Illes Balears;Illes Balears;300;1194;9417;31,39;110
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;13721;51375;218026,69;15,89;8802
2023;8;Actividades;Deportes y aventuras;Illes Balears;Illes Balears;9;36;121,23;13,47;9
2023;8;Actividades;Actividades infantiles;Illes Balears;Illes Balears;19;76;2390,01;125,79;15
2023;8;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;384;1432;6424,32;16,73;153
2023;8;Espectaculos;Museo y exposiciones;Illes Balears;Illes Balears;1;4;5,18;5,18;1
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;257;1023;3379,55;13,15;87
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;331;1317;5021,27;15,17;153
2023;8;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;51;203;528,36;10,36;25
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;737;2933;16258,22;22,06;359
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;1540;5781;19511,8;12,67;706
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;460;1830;5669,5;12,325;233
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;99;572;977,13;9,87;54
2023;8;Actividades;Deportes y aventuras;Illes Balears;Illes Balears;52;207;780;15;34
2023;8;Actividades;Actividades infantiles;Illes Balears;Illes Balears;21;154;63;3;6
2023;8;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;33;131;178,2;5,4;11
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;4;16;60;15;2
2023;8;Actividades;Actividades infantiles;Illes Balears;Illes Balears;4;16;60;15;2
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;552;2197;3726;6,75;422
2023;8;Actividades;Cursos;Illes Balears;Illes Balears;15;60;735;49;5
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;50;199;524;10,48;36
2023;8;Actividades;Gastronomía;Illes Balears;Illes Balears;15;60;735;49;5
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;518;3068;6749,54;13,03;298
2023;8;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;64;255;1004,8;15,7;35
2023;8;Actividades;Cursos;Illes Balears;Illes Balears;17;68;1003;59;7
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;155;617;2218,05;14,31;99
2023;8;Actividades;Gastronomía;Illes Balears;Illes Balears;17;68;1003;59;7
2023;8;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;29;115;375,55;12,95;16
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;92;366;2006,52;21,81;40
2023;8;Actividades;Actividades infantiles;Illes Balears;Illes Balears;38;151;440,04;11,58;14
2023;8;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;10;40;80,3;8,03;5
2023;8;Espectaculos;Museo y exposiciones;Illes Balears;Illes Balears;1;4;5,18;5,18;1
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;138;549;2156,94;15,63;57
2023;8;Espectaculos;Música;Illes Balears;Illes Balears;510;2029;14642,1;28,71;209
2023;8;Espectaculos;Cultura, teatro y danza;Illes Balears;Illes Balears;4;16;20,72;5,18;3
2023;8;Espectaculos;Museo y exposiciones;Illes Balears;Illes Balears;4;16;20,72;5,18;3
2023;8;Espectaculos;Música;Cataluña;Barcelona;8;32;39,28;4,91;8
2023;8;Espectaculos;Música;Cataluña;Barcelona;343;1365;7014,35;20,45;197
2023;8;Actividades;Cursos;Cataluña;Barcelona;29;115;2721,94;93,86;27
2023;8;Espectaculos;Cine;Cataluña;Barcelona;26;121;261,56;10,06;18
2023;8;Espectaculos;Musicales;Cataluña;Barcelona;125;497;1845;14,76;54
2023;8;Espectaculos;Música;Cataluña;Barcelona;7312;26208;101124,96;13,83;4322
2023;8;Actividades;Deportes y aventuras;Cataluña;Barcelona;39;155;1599,39;41,01;25
2023;8;Actividades;Actividades infantiles;Cataluña;Barcelona;84;334;857,64;10,21;33
2023;8;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;742;2823;10677,38;14,39;387
2023;8;Espectaculos;Museo y exposiciones;Cataluña;Barcelona;112;494;1238,72;11,06;46
2023;8;Actividades;Gastronomía;Cataluña;Barcelona;1009;4016;11754,85;11,65;479
2023;8;Espectaculos;Música;Cataluña;Barcelona;4;16;20,44;5,11;2
2023;8;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;21;84;156,03;7,43;10
2023;8;Espectaculos;Música;Cataluña;Barcelona;91;362;3265,99;35,89;60
2023;8;Espectaculos;Música;Cataluña;Barcelona;527;2097;4242,35;8,05;204
2023;8;Espectaculos;Cine;Cataluña;Barcelona;97;386;679;7;38
2023;8;Espectaculos;Música;Cataluña;Barcelona;287;1143;5803,14;20,22;180
2023;8;Espectaculos;Música;Cataluña;Barcelona;20;80;172,4;8,62;14
2023;8;Espectaculos;Música;Cataluña;Barcelona;229;911;4289,17;18,73;93
2023;8;Espectaculos;Música;Cataluña;Barcelona;11;44;266,97;24,27;6
2023;8;Espectaculos;Música;Cataluña;Barcelona;246;979;3692,46;15,01;129
2023;8;Actividades;Actividades infantiles;Cataluña;Barcelona;296;1178;2341,36;7,91;96
2023;8;Espectaculos;Música;Cataluña;Barcelona;150;597;2611,5;17,41;105
2023;8;Actividades;Actividades infantiles;Cataluña;Barcelona;150;597;2611,5;17,41;105
2023;8;Actividades;Cursos;Cataluña;Barcelona;1;4;121;121;1
2023;8;Actividades;Actividades infantiles;Cataluña;Barcelona;1;4;121;121;1
2023;8;Actividades;Gastronomía;Cataluña;Barcelona;1;4;121;121;1
2023;8;Espectaculos;Música;Cataluña;Barcelona;8;32;120;15;4
2023;8;Espectaculos;Música;Cataluña;Barcelona;9;36;70,74;7,86;3
2023;8;Espectaculos;Música;Cataluña;Barcelona;69;275;1043,97;15,13;27
2023;8;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;30;119;300;10;16
2023;8;Espectaculos;Música;Cataluña;Barcelona;42;168;468,3;11,15;26
2023;8;Espectaculos;Música;Cataluña;Barcelona;16;64;214,88;13,43;7
2023;8;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;12;48;129,96;10,83;5
2023;8;Espectaculos;Música;Cataluña;Barcelona;13;52;441,74;33,98;7
2023;8;Actividades;Actividades infantiles;Cataluña;Barcelona;13;52;441,74;33,98;7
2023;8;Actividades;Actividades infantiles;Cataluña;Barcelona;2;8;12;6;1
2023;8;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;2;8;12;6;1
2023;8;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;41;163;199,26;4,86;8
2023;8;Espectaculos;Museo y exposiciones;Cataluña;Barcelona;34;135;160,14;4,71;7
2023;8;Espectaculos;Música;Cataluña;Barcelona;4;16;44;11;2
2023;8;Espectaculos;Música;Cataluña;Barcelona;16;64;1444,96;90,31;7
2023;8;Actividades;Actividades infantiles;Cataluña;Barcelona;16;64;1444,96;90,31;7
2023;8;Espectaculos;Música;Cataluña;Barcelona;2;8;22;11;2
2023;8;Espectaculos;Cine;Cataluña;Barcelona;526;2093;3655,7;6,95;232
2023;8;Espectaculos;Música;Cataluña;Barcelona;7;28;90,79;12,97;5
2023;8;Actividades;Actividades infantiles;Cataluña;Barcelona;253;1007;1768,47;6,99;107
2023;8;Espectaculos;Música;Cataluña;Barcelona;65;258;742,3;11,42;30
2023;8;Espectaculos;Cultura, teatro y danza;Cataluña;Barcelona;74;295;966,44;13,06;43
2023;8;Actividades;Gastronomía;Cataluña;Barcelona;9;36;110,97;12,33;4
2023;8;Espectaculos;Música;Cataluña;Barcelona;350;1393;5439;15,54;154
2023;8;Espectaculos;Música;Castilla y León;Burgos;4;16;83,8;20,95;2
2023;8;Espectaculos;Cultura, teatro y danza;Castilla y León;Burgos;253;1007;1019,59;4,03;98
2023;8;Espectaculos;Cultura, teatro y danza;Castilla y León;Burgos;20;80;407,2;20,36;6
2023;8;Espectaculos;Música;Castilla y León;Burgos;6;24;342;57;5
2023;8;Espectaculos;Música;Castilla y León;Burgos;351;1397;3710,07;10,57;149
2023;8;Actividades;Actividades infantiles;Castilla y León;Burgos;351;1397;3710,07;10,57;149
2023;8;Espectaculos;Música;Extremadura;Cáceres;26;103;315,9;12,15;13
2023;8;Actividades;Deportes y aventuras;Extremadura;Cáceres;94;374;1679,78;17,87;88
2023;8;Actividades;Actividades infantiles;Extremadura;Cáceres;3;12;95,01;31,67;3
2023;8;Espectaculos;Musicales;Extremadura;Cáceres;15;60;264;17,6;5
2023;8;Espectaculos;Música;Extremadura;Cáceres;14;56;291,9;20,85;6
2023;8;Actividades;Actividades infantiles;Extremadura;Cáceres;15;60;264;17,6;5
2023;8;Espectaculos;Cultura, teatro y danza;Extremadura;Cáceres;15;60;264;17,6;5
2023;8;Espectaculos;Música;Andalucía;Cádiz;1474;5866;18601,88;12,62;662
2023;8;Espectaculos;Cultura, teatro y danza;Andalucía;Cádiz;79;314;1198,43;15,17;30
2023;8;Espectaculos;Música;Andalucía;Cádiz;151;601;2369,19;15,69;101
2023;8;Espectaculos;Música;Andalucía;Cádiz;12;48;315,36;26,28;8
2023;8;Actividades;Actividades infantiles;Andalucía;Cádiz;12;48;315,36;26,28;8
2023;8;Espectaculos;Música;Andalucía;Cádiz;130;517;3149,9;24,23;67
2023;8;Actividades;Gastronomía;Andalucía;Cádiz;10;40;560;56;5
2023;8;Espectaculos;Música;Andalucía;Cádiz;48;191;1250,88;26,06;20
2023;8;Espectaculos;Música;Andalucía;Cádiz;85;338;605,2;7,12;38
2023;8;Espectaculos;Música;Andalucía;Cádiz;135;537;3712,5;27,5;55
2023;8;Espectaculos;Música;Andalucía;Cádiz;1425;5671;45842,25;32,17;892
2023;8;Espectaculos;Cultura, teatro y danza;Andalucía;Cádiz;62;247;1023;16,5;28
2023;8;Espectaculos;Música;Comunitat Valenciana;Castellón/Castelló;271;1078;4075,84;15,04;105
2023;8;Actividades;Gastronomía;Comunitat Valenciana;Castellón/Castelló;136;541;685,44;5,04;20
2023;8;Espectaculos;Música;Castilla - La Mancha;Ciudad Real;13;52;403,78;31,06;7
2023;8;Espectaculos;Parques temáticos;Castilla - La Mancha;Ciudad Real;4;16;82,24;20,56;3
2023;8;Actividades;Deportes y aventuras;Castilla - La Mancha;Ciudad Real;4;16;82,24;20,56;3
2023;8;Actividades;Actividades infantiles;Castilla - La Mancha;Ciudad Real;4;16;82,24;20,56;3
2023;8;Espectaculos;Música;Castilla - La Mancha;Ciudad Real;10;40;160;16;5
2023;8;Espectaculos;Música;Castilla - La Mancha;Ciudad Real;177;704;2835,54;16,02;83
2023;8;Espectaculos;Musicales;Andalucía;Córdoba;2;8;23,76;11,88;1
2023;8;Espectaculos;Música;Andalucía;Córdoba;29;115;301,02;10,38;14
2023;8;Actividades;Actividades infantiles;Andalucía;Córdoba;1043;4151;11274,83;10,81;363
2023;8;Espectaculos;Cultura, teatro y danza;Andalucía;Córdoba;1208;4808;14761,76;12,22;420
2023;8;Espectaculos;Música;Andalucía;Córdoba;3;12;123,72;41,24;2
2023;8;Actividades;Actividades infantiles;Andalucía;Córdoba;3;12;123,72;41,24;2
2023;8;Espectaculos;Música;Andalucía;Córdoba;76;302;1912,16;25,16;50
2023;8;Espectaculos;Música;Andalucía;Córdoba;8;32;178;22,25;4
2023;8;Espectaculos;Música;Andalucía;Córdoba;106;422;2189,96;20,66;52
2023;8;Espectaculos;Música;Galicia;A Coruña;20;80;221;11,05;11
2023;8;Espectaculos;Musicales;Galicia;A Coruña;28;111;181,44;6,48;16
2023;8;Espectaculos;Música;Galicia;A Coruña;118;464;1266,14;10,73;65
2023;8;Espectaculos;Cultura, teatro y danza;Galicia;A Coruña;28;111;181,44;6,48;16
2023;8;Espectaculos;Música;Galicia;A Coruña;130;517;2566,2;19,74;60
2023;8;Espectaculos;Música;Galicia;A Coruña;8;32;64;8;6
2023;8;Actividades;Deportes y aventuras;Galicia;A Coruña;5;20;50;10;5
2023;8;Actividades;Cursos;Galicia;A Coruña;3;12;194,31;64,77;3
2023;8;Espectaculos;Música;Galicia;A Coruña;7;28;57,75;8,25;6
2023;8;Espectaculos;Música;Galicia;A Coruña;66;263;1087,68;16,48;29
2023;8;Espectaculos;Música;Galicia;A Coruña;1312;5221;14274,56;10,88;730
2023;8;Espectaculos;Música;Castilla - La Mancha;Cuenca;4;16;54,6;13,65;1
2023;8;Espectaculos;Música;Castilla - La Mancha;Cuenca;17;68;277,95;16,35;9
2023;8;Espectaculos;Cultura, teatro y danza;Castilla - La Mancha;Cuenca;29;115;612,48;21,12;19
2023;8;Espectaculos;Cultura, teatro y danza;Castilla - La Mancha;Cuenca;42;167;340,2;8,1;12
2023;8;Espectaculos;Música;Cataluña;Girona;50;199;402,5;8,05;19
2023;8;Espectaculos;Música;Cataluña;Girona;76;302;761,52;10,02;36
2023;8;Actividades;Deportes y aventuras;Cataluña;Girona;2;8;48,28;24,14;1
2023;8;Espectaculos;Música;Cataluña;Girona;1359;5408;13834,62;10,18;515
2023;8;Espectaculos;Música;Cataluña;Girona;97;386;1461,79;15,07;35
2023;8;Espectaculos;Música;Cataluña;Girona;14;56;112;8;6
2023;8;Espectaculos;Música;Cataluña;Girona;9;36;72;8;5
2023;8;Espectaculos;Cultura, teatro y danza;Cataluña;Girona;65;259;1221,025;18,785;38
2023;8;Espectaculos;Música;Cataluña;Girona;7;28;105;15;3
2023;8;Espectaculos;Música;Cataluña;Girona;91;362;1376,83;15,13;37
2023;8;Espectaculos;Música;Cataluña;Girona;159;633;2396,13;15,07;59
2023;8;Espectaculos;Música;Cataluña;Girona;40;159;522,8;13,07;17
2023;8;Espectaculos;Música;Cataluña;Girona;54;215;545,94;10,11;23
2023;8;Actividades;Actividades infantiles;Cataluña;Girona;19;76;190;10;9
2023;8;Actividades;Gastronomía;Cataluña;Girona;54;215;545,94;10,11;23
2023;8;Espectaculos;Música;Cataluña;Girona;20;80;553,4;27,67;10
2023;8;Espectaculos;Música;Cataluña;Girona;105;418;3130,05;29,81;77
2023;8;Actividades;Actividades infantiles;Cataluña;Girona;21;84;532,14;25,34;15
2023;8;Actividades;Gastronomía;Cataluña;Girona;70;279;1628,9;23,27;52
2023;8;Espectaculos;Música;Cataluña;Girona;127;505;1905;15;46
2023;8;Espectaculos;Música;Cataluña;Girona;73;291;365;5;42
2023;8;Espectaculos;Música;Andalucía;Granada;297;1182;5025,24;16,92;124
2023;8;Espectaculos;Cultura, teatro y danza;Andalucía;Granada;213;848;4123,68;19,36;99
2023;8;Espectaculos;Música;Andalucía;Granada;44;175;976,8;22,2;33
2023;8;Espectaculos;Música;Andalucía;Granada;232;923;3674,88;15,84;147
2023;8;Espectaculos;Cultura, teatro y danza;Andalucía;Granada;20;80;302,2;15,11;12
2023;8;Espectaculos;Música;Andalucía;Granada;423;2559;1408,59;3,33;179
2023;8;Espectaculos;Música;Andalucía;Granada;187;744;1931,71;10,33;86
2023;8;Actividades;Deportes y aventuras;Andalucía;Granada;8;32;414,4;51,8;5
2023;8;Espectaculos;Música;Andalucía;Granada;21;84;557,34;26,54;14
2023;8;Espectaculos;Música;Andalucía;Granada;30;119;1017;33,9;9
2023;8;Espectaculos;Cultura, teatro y danza;Andalucía;Granada;29;115;479,08;16,52;12
2023;8;Espectaculos;Música;Castilla - La Mancha;Guadalajara;18;72;1229,94;68,33;11
2023;8;Espectaculos;Cultura, teatro y danza;Castilla - La Mancha;Guadalajara;82;326;819,18;9,99;74
2023;8;Espectaculos;Música;Castilla - La Mancha;Guadalajara;21;84;210;10;20
2023;8;Espectaculos;Música;País Vasco;Gipuzkoa;248;987;3055,36;12,32;129
2023;8;Actividades;Actividades infantiles;País Vasco;Gipuzkoa;3;12;48;16;1
2023;8;Espectaculos;Cultura, teatro y danza;País Vasco;Gipuzkoa;118;470;1807,76;15,32;39
2023;8;Espectaculos;Música;País Vasco;Gipuzkoa;14;56;295,96;21,14;5
2023;8;Espectaculos;Música;País Vasco;Gipuzkoa;3;12;30,93;10,31;2
2023;8;Espectaculos;Música;País Vasco;Gipuzkoa;37;147;1038,22;28,06;15
2023;8;Espectaculos;Cine;País Vasco;Gipuzkoa;29;115;174;6;18
2023;8;Espectaculos;Música;País Vasco;Gipuzkoa;62;247;727,26;11,73;36
2023;8;Espectaculos;Música;País Vasco;Gipuzkoa;176;700;3340,48;18,98;76
2023;8;Actividades;Actividades infantiles;Andalucía;Huelva;4;16;68;17;1
2023;8;Espectaculos;Cultura, teatro y danza;Andalucía;Huelva;4;16;68;17;1
2023;8;Espectaculos;Música;Aragón;Huesca;131;521;1380,74;10,54;65
2023;8;Espectaculos;Cine;Aragón;Huesca;287;1892;3228,75;11,25;140
2023;8;Actividades;Actividades infantiles;Aragón;Huesca;143;1148;715;5;64
2023;8;Espectaculos;Música;Aragón;Huesca;34;135;517,48;15,22;21
2023;8;Espectaculos;Música;Aragón;Huesca;26;103;582,92;22,42;13
2023;8;Actividades;Gastronomía;Aragón;Huesca;26;103;582,92;22,42;13
2023;8;Espectaculos;Música;Andalucía;Jaén;46;183;1155,06;25,11;25
2023;8;Espectaculos;Música;Andalucía;Jaén;12;48;317,52;26,46;8
2023;8;Espectaculos;Música;Andalucía;Jaén;153;609;1416,78;9,26;60
2023;8;Actividades;Cursos;Andalucía;Jaén;4;16;39,28;9,82;4
2023;8;Espectaculos;Música;Andalucía;Jaén;299;1190;4640,48;15,52;143
2023;8;Actividades;Actividades infantiles;Andalucía;Jaén;4;16;39,28;9,82;4
2023;8;Espectaculos;Cultura, teatro y danza;Andalucía;Jaén;16;64;568,96;35,56;5
2023;8;Espectaculos;Música;Castilla y León;León;168;669;2578,8;15,35;94
2023;8;Espectaculos;Música;Cataluña;Lleida;37;147;610,87;16,51;31
2023;8;Espectaculos;Música;Cataluña;Lleida;182;724;2569,84;14,12;72
2023;8;Espectaculos;Cultura, teatro y danza;Cataluña;Lleida;154;613;2088,24;13,56;65
2023;8;Espectaculos;Música;Cataluña;Lleida;64;255;2517,12;39,33;44
2023;8;Espectaculos;Música;La Rioja;La Rioja;69;275;705,18;10,22;31
2023;8;Actividades;Actividades infantiles;La Rioja;La Rioja;100;398;762;7,62;44
2023;8;Espectaculos;Cultura, teatro y danza;La Rioja;La Rioja;239;951;1520,04;6,36;103
2023;8;Espectaculos;Música;La Rioja;La Rioja;2;8;28,6;14,3;1
2023;8;Actividades;Actividades infantiles;La Rioja;La Rioja;120;478;964,8;8,04;58
2023;8;Espectaculos;Cultura, teatro y danza;La Rioja;La Rioja;262;1043;2130,06;8,13;139
2023;8;Actividades;Gastronomía;La Rioja;La Rioja;31;123;93,62;3,02;13
2023;8;Espectaculos;Música;La Rioja;La Rioja;382;1520;9049,58;23,69;178
2023;8;Espectaculos;Música;Galicia;Lugo;4;16;100;25;2
2023;8;Espectaculos;Musicales;Galicia;Lugo;7;28;115,5;16,5;3
2023;8;Actividades;Actividades infantiles;Galicia;Lugo;7;28;115,5;16,5;3
2023;8;Espectaculos;Cultura, teatro y danza;Galicia;Lugo;7;28;115,5;16,5;3
2023;8;Espectaculos;Musicales;Comunidad de Madrid;Madrid;8;32;88;11;4
2023;8;Actividades;Actividades infantiles;Comunidad de Madrid;Madrid;7;28;63;9;3
2023;8;Espectaculos;Cultura, teatro y danza;Comunidad de Madrid;Madrid;35;139;360,15;10,29;15
2023;8;Espectaculos;Música;Comunidad de Madrid;Madrid;2;8;13,2;6,6;1
2023;8;Actividades;Actividades infantiles;Comunidad de Madrid;Madrid;49;195;165,13;3,37;17
2023;8;Espectaculos;Cultura, teatro y danza;Comunidad de Madrid;Madrid;49;195;165,13;3,37;17
2023;8;Espectaculos;Música;Comunidad de Madrid;Madrid;2;8;50;25;1
2023;8;Espectaculos;Conferencias;Comunidad de Madrid;Madrid;11;140;2664,97;242,27;11
2023;8;Actividades;Cursos;Comunidad de Madrid;Madrid;60;239;6481,8;108,03;54
2023;8;Espectaculos;Cine;Comunidad de Madrid;Madrid;3;19;54,63;18,21;3
2023;8;Espectaculos;Musicales;Comunidad de Madrid;Madrid;15;60;106,5;7,1;9
2023;8;Espectaculos;Ferias;Comunidad de Madrid;Madrid;11;102;2664,97;242,27;11
